title,mantra
Karika Upanishad,ख्याप्यमानामजातिं तैरनुमोदामहे वयम् ।विवदामो न तैः सार्धमविवादं निबोधते ।। 4.1.5 ।।
Brihadaranyaka Upanishad,भवन्ति हास्य पशवः पशुमान्भवति य एतदेवं विद्वान्पशुषु पञ्चविधँ् सामोपास्ते ।। 2.6.2 ।। इति षष्ठः खण्डः ।। 6 ।। 
Karika Upanishad,अजातस्यैव धर्मस्य जातिमिच्छन्ति वादिनः ।अजातो ह्यमृतो धर्मो मर्त्यतां कथमेष्यति ।। 4.1.6 ।।
Brihadaranyaka Upanishad,प्राणेषु पञ्चविधँ् परोवरीयः सामोपासीत प्राणो हिङ्कारो वाक्प्रस्तावश्चक्षुरुद्गीथः श्रोत्रं प्रतिहारो मनो निधनं परोवरीयाँ् सि वा एतानि ।। 2.7.1 ।। 
Karika Upanishad,न भवत्यमृतं मर्त्यं न मर्त्यममृतं तथा ।प्रकृतेरन्यथाभावो न कथंचिद्भविष्यति ।। 4.1.7 ।।
Brihadaranyaka Upanishad,"परोवरीयो हास्य भवति परोवरायसो ह लोकाञ्जयति य एतदेवं विद्वान् प्राणेषु पञ्चविध , परोवरीयः सामोपास्त इति तु पञ्चविधस्य ।। 2.7.2 ।। इति सप्तमः खण्डः ।। 7 ।। "
Karika Upanishad,स्वभावेनामृतो यस्य धर्मो गच्छति मर्त्यतात् ।कृतकेनामृतस्तस्य कथं स्थास्यति निश्चलः ।। 4.1.8 ।।
Brihadaranyaka Upanishad,अथ सप्तविधस्य वाचि सप्तविधँ् सामोपासीत यत्किञ्च वाचो हुमिति स हिङ्कारो यत्प्रेति स प्रस्तावो यदेति स आदिः ।। 2.8.1 ।। 
Karika Upanishad,सांसिद्धिकी स्वाभाविकी सहजा अकृता च या ।प्रकृतिः सेति विज्ञेया स्वभावं न जहाति या ।। 4.1.9 ।।
Brihadaranyaka Upanishad,यदुदिति स उद्गीथो यत्प्रतीति स प्रतिहारो यदुपेति स उपद्रवो यन्नीति तन्निधनम् ।। 2.8.2 ।। 
Brihadaranyaka Upanishad,दुग्धेऽस्मै वाग्दोहं यो वाचो दोहोऽन्नवानन्नादो भवति य एतदेवं विद्वान्वाचि सप्तविधँ् सामोपास्ते ।। 2.8.3 ।। इत्यष्टमः खण्डः ।। 8 ।। 
Karika Upanishad,जरामरणनिर्मुक्ताः सर्वे धर्माः स्वभावतः ।जरामरणमिच्छन्तश्च्यवन्ते तन्मनीषया ।। 4.1.10 ।।
Brihadaranyaka Upanishad,अथ खल्वमुमादित्यँ् सप्तविधँ् सामोपासीत सर्वदा समस्तेन साम मां प्रतिति सर्वेण समस्तेन साम ।। 2.9.1 ।। 
Karika Upanishad,कारणं यस्य वै कार्यं कारणं तस्य जायते ।जायमानं कथमजं भिन्नं नित्यं कथं च तत् ।। 4.1.11 ।।
Brihadaranyaka Upanishad,तस्मिन्निमानि सर्वाणि भूतान्यन्वायत्तानीति विद्यात्तस्य यत्पुरोदयात्स हिङ्कारस्तदस्य पशवोऽन्वायत्तास्त स्मात्ते हिं कुर्वन्ति हिङ्कारभाजिनो ह्येतस्य साम्नः ।। 2.9.2 ।। 
Karika Upanishad,कारणाद्यद्यनन्यत्वमतः कार्यमजं तव ।जायमानाद्धि वै कार्यात्कारणं ते कथं ध्रुवम् ।। 4.1.12 ।।
Brihadaranyaka Upanishad,"अथ यत्प्रथमोदिते स प्रस्तावस्तदस्य मनुष्या अन्वायत्तास्तस्मात्ते प्रस्तुतिकामाः प्रश , साकामाः प्रस्तावभाजिनो ह्येतस्य साम्नः ।। 2.9.3 ।।  , "
Karika Upanishad,अजाद्वै जायते यस्य दृष्टान्तस्तस्य नास्ति वै ।जाताच्च जायमानस्य न व्यवस्था प्रसज्यते ।। 4.1.13 ।।
Brihadaranyaka Upanishad,अथ यत्सङ्गववेलायाँ् स आदिस्तदस्य वयाँ् स्यन्वायत्तानि तस्मात्तान्यन्तरिक्षेऽनारम्बणान्यादायात्मानं परिपतन्त्यादिभाजीनि ह्येतस्य साम्नः ।। 2.9.4 ।। 
Karika Upanishad,हेतोरादिः फलं येषामादिर्हेतुः फलस्य च ।हेतोः फलस्य चानादिः कथं तैरुपवर्ण्यते ।। 4.1.14 ।।
Brihadaranyaka Upanishad,अथ यत्सम्प्रति मध्यन्दिने स उद्गीथस्तदस्य देवा अन्वायत्तास्तस्मात्ते सत्तमाः प्राजापत्यानामुद्गीथभाजिनो ह्येतस्य साम्नः ।। 2.9.5 ।। 
Karika Upanishad,हेतोरादिः फलं येषामादिर्हेतुः फलस्य च ।तथा जन्म भवेत्तेषां पुत्राज्जन्म पितुर्यथा ।। 4.1.15 ।।
Brihadaranyaka Upanishad,अथ यदूर्ध्वं मध्यन्दिनात्प्रागपराह्णात्स प्रतिहारस्तदस्य गर्भा अन्वायत्तास्तम्मात्ते प्रतिहृता नावपद्यन्ते प्रतिहारभाजिनो ह्येतस्य साम्नः ।। 2.9.6 ।। 
Karika Upanishad,संभवे हेतुफलयोरेषितव्यः क्रमस्त्वया ।युगपत्संभवे यस्मादसंबन्धो विषाणवत् ।। 4.1.16 ।।
Brihadaranyaka Upanishad,"अथ यदूर्ध्वमपराह्णात्प्रागस्तमयात्स उपद्रवस्तदस्ंयारण्या अन्वायत्तास्तस्मात्ते पुरुषं दृष्ट्वा कक्ष , श्वभ्रमित्युपद्रवन्ति उपद्रवभाजिनो ह्येतस्य साम्नः ।। 2.9.7 ।। "
Karika Upanishad,फलादुत्पद्यमानः सन्न ते हेतुः प्रसिध्यति ।अप्रसिद्धः कथं हेतुः फलमुत्पादयिष्यति ।। 4.1.17 ।।
Brihadaranyaka Upanishad,अथ यत्प्रथमास्तमिते तन्निधनं तदस्य पितरोऽन्वायत्तास्तस्मात्तान्निदधति निधनभाजिनो ह्येतस्य साम्न एवं खल्वमुमादित्यँ् सप्तविधँ् सामोपास्ते ।। 2.9.8 ।। इति नवमः खण्डः ।। 9 ।।  
Karika Upanishad,यदि हेतोः फलात्सिद्धिः फलसिद्धिश्च हेतुतः ।कतरत्पूर्वनिष्पन्नं यस्य सिद्धिरपेक्षया ।। 4.1.18 ।।
Brihadaranyaka Upanishad,अथ खल्वात्मसम्मितमतिमृत्यु सप्तविधँ् सामोपासीत हिङ्कार इति त्र्यक्षरं प्रस्ताव इति त्र्यक्षरं तत्समम् ।। 2.10.1 ।। 
Karika Upanishad,अशक्तिरपरिज्ञानं क्रमकोपोऽथ वा पुनः ।एवं हि सर्वथा बुद्धैरजातिः परिदीपिता ।। 4.1.19 ।।
Brihadaranyaka Upanishad,आदिरिति द्वयक्षरं प्रतिहार इति चतुरक्षरं तत इहैकं तत्समम् ।। 2.10.2 ।। 
Karika Upanishad,बीजाङ्कुराख्यो दृष्टान्तः सदा साध्यसमो हि सः ।न हि साध्यसमो हेतुः सिद्धौ साध्यस्य युज्यते ।। 4.1.20 ।।
Brihadaranyaka Upanishad,उद्गीथ इति त्र्यक्षरमुपद्रव इति चतुरक्षरं त्रिभिस्त्रिभिः समं भवत्यक्षरमतिशिष्यते त्र्यक्षरं तत्समम् ।। 2.10.3 ।। 
Karika Upanishad,पूर्वापरापरिज्ञानमजातेः परिदीपकम् ।जायमानाद्धि वै धर्मात्कथं पूर्वं न गृह्यते ।। 4.1.21 ।।
Brihadaranyaka Upanishad,"निधनमिति त्र्यक्षरं तत्सममेव भवति तानि ह वा एतानि द्वावि , शतिरक्षराणि ।। 2.10.4 ।। "
Karika Upanishad,स्वतो वा परतो वापि न किंचिद्वस्तु जायते ।सदसत्सदसद्वापि न किंचिद्वस्तु जायते ।। 4.1.22 ।।
Brihadaranyaka Upanishad,"एकवि , शत्यादित्यमाप्नोत्येकवि , शो वा इतोऽसावादित्यो द्वावि , शेन परमादित्याज्जयति तन्नाकं तद्विशोकम् ।। 2.10.5 ।।"
Karika Upanishad,हेतुर्न जायतेऽनादेः फलं चापि स्वभावतः ।आदिर्न विद्यते यस्य तस्य ह्यादिर्न विद्यते ।। 4.1.23 ।।
Brihadaranyaka Upanishad,आप्नोति हादित्यस्य जयं परो हास्यादित्यजयाज्जयो भवति य एतदेवं विद्वानात्मसम्मितमतिमृत्यु सप्तविधँ् सामोपास्ते सामोपास्ते ।। 2.10.6 ।। इति दशमः खण्डः ।। 10 ।।  
Karika Upanishad,प्रज्ञप्तेः सनिमित्तत्वमन्यथा द्वयनाशतः ।संक्लेशस्योपलब्धेश्च परतन्त्रास्तिता मता ।। 4.1.24 ।।
Brihadaranyaka Upanishad,मनो हिङ्कारो वाक्प्रस्तावश्चक्षुरुद्गीथः श्रोत्रं प्रतिहारः प्राणो निधनमेतद्गायत्रं प्राणेषु प्रोतम् ।। 2.11.1 ।। 
Karika Upanishad,प्रज्ञप्तेः सनिमित्तत्वमिष्यते युक्तिदर्शनात् ।निमित्तस्यानिमित्तत्वमिष्यते भूतदर्शनात् ।। 4.1.25 ।।
Brihadaranyaka Upanishad,स य एवमेतद्गायत्रं प्राणेषु प्रोतं वेद प्राणी भवति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या महामनाः स्यात्तद्व्रतम् ।। 2.11.2 ।। इत्येकादशः खण्डः ।। 11 ।। 
Karika Upanishad,चित्तं न संस्पृशत्यर्थं नार्थाभासं तथैव च ।अभूतो हि यतश्चार्थो नार्थाभासस्ततः पृथक् ।। 4.1.26 ।।
Brihadaranyaka Upanishad,"अभिमन्थति स हिङ्कारो धूमो जायते स प्रस्तावो ज्वलति स  उद्गीथोऽङ्गारा भवन्ति स प्रतिहार उपशाम्यति      ,तन्निधन , स , शाम्यति तन्निधनमेतद्रथन्तरमग्नौ प्रोतम् ।। 2.12.1 ।। "
Karika Upanishad,निमित्तं न सदा चित्तं संस्पृशत्यध्वसु त्रिषु ।अनिमित्तो विपर्यासः कथं तस्य भविष्यति ।। 4.1.27 ।।
Brihadaranyaka Upanishad,स य एवमेतद्रथन्तरमग्नौ प्रोतं वेद ब्रह्मवर्चस्यन्नादो भवति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या न प्रत्यङ्ङग्निमाचामेन्न निष्ठीवेत्तद्व्रतम् ।। 2.12.2 ।। इति द्वादशः खण्डः ।। 12.12.2 ।। 
Karika Upanishad,तस्मान्न जायते चित्तं चित्तदृश्यं न जायते ।तस्य पश्यन्ति ये जातिं खे वै पश्यन्ति ते पदम् ।। 4.1.28 ।।
Brihadaranyaka Upanishad,उपमन्त्रयते स हिङ्कारो ज्ञपयते स प्रस्तावः स्त्रिया सह शेते स उद्गीथः प्रति स्त्रीं सह शेते स प्रतिहारः कालं गच्छति तन्निधनं पारं गच्छति तन्निधनमेतद्वामदेव्यं मिथुने प्रोतम् ।। 2.13.1 ।। 
Karika Upanishad,अजातं जायते यस्मादजातिः प्रकृतिस्ततः ।प्रकृतेरन्यथाभावो न कथंचिद्भविष्यति ।। 4.1.29 ।।
Brihadaranyaka Upanishad,स य एवमेतद्वामदेव्यं मिथुने प्रोतं वेद मिथुनीभवति मिथुनान्मिथुनात्प्रजायते सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या न काञ्चन परिहरेत्तद्व्रतम् ।। 2.13.2 ।। इति त्रयोदशः खण्डः ।। 13 ।। 
Karika Upanishad,अनादेरन्तवत्त्वं च संसारस्य न सेत्स्यति ।अनन्तता चादिमतो मोक्षस्य न भविष्यति ।। 4.1.30 ।।
Brihadaranyaka Upanishad,उद्यन्हिङ्कार उदितः प्रस्तावो मध्यन्दिन उद्गीथोऽपराह्णः प्रतिहारोऽस्तं यन्निधनमेतद्बृहदादित्ये प्रोतम् ।। 2.14.1 ।। 
Karika Upanishad,आदावन्ते च यन्नास्ति वर्तमानेऽपि तत्तथा ।वितथैः सदृशाः सन्तोऽवितथा इव लक्षिताः ।। 4.1.31 ।।
Brihadaranyaka Upanishad,स य एवमेतद्बृहदादित्ये प्रोतं वेद तेजस्व्यन्नादो भवति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या तपन्तं न निन्देत्तद्व्रतम् ।। 2.14.2 ।। इति चतुर्दशः खण्डः ।। 14 ।। 
Karika Upanishad,सप्रयोजनता तेषां स्वप्ने विप्रतिपद्यते ।तस्मादाद्यन्तवत्त्वेन मिथ्यैव खलु ते स्मृताः ।। 4.1.32 ।।
Brihadaranyaka Upanishad,अभ्राणि संप्लवन्ते स हिङ्कारो मेघो जायते स प्रस्तावो वर्षति स उद्गीथो  विद्योतते स्तनयति स प्रतिहार उद्गृह्णाति तन्निधनमेतद्वैरुपं पर्जन्ये प्रोतम् ।। 2.15.1 ।। 
Karika Upanishad,सर्वे धर्मा मृषा स्वप्ने कायस्यान्तर्निदर्शनात् ।संवृतेऽस्मिन्प्रदेशे वै भूतानां दर्शनं कुतः ।। 4.1.33 ।।
Brihadaranyaka Upanishad,"स य एवमेतद्वैरूपं पर्जन्ये प्रोतं वेद विरूपा , श्च सुरूपा , श्च पशूनवरुन्धे सर्वमायुरेति ज्योग़्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या वर्षन्तं न निन्देत्तद्व्रतम् ।। 2.15.2 ।। इति पञ्चदशः खण्डः ।। 15 ।।                                                                        ,                                      "
Karika Upanishad,न युक्तं दर्शनं गत्वा कालस्यानियमाद्गतौ ।प्रतिबुद्धश्च वै सर्वस्तस्मिन्देशे न विद्यते ।। 4.1.34 ।।
Brihadaranyaka Upanishad,वसन्तो हिङ्कारो ग्रीष्मः प्रस्तावो वर्षा उद्गीथः शरत्प्रतिहारो हेमन्तो निधनमेतद्वैराजमृतुषु प्रोतम् ।। 2.16.1 ।। 
Karika Upanishad,मित्राद्यैः सह संमन्त्र्य संबुद्धो न प्रपद्यते ।गृहीतं चापि यत्किंचित्प्रतिबुद्धो न पश्यति ।। 4.1.35 ।।
Brihadaranyaka Upanishad,"स य एवमेतद्वैराजमृतुषु प्रोतं वेद विराजति प्रजया पशुभिर्ब्रह्मवर्चसेन सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्यर्तून्न निन्देत्तद्व्रतम् ।। 2.16.2 ।। ,इति षोडशः खण्डः ।। 16 ।।, ,  "
Karika Upanishad,स्वप्ने चावस्तुकः कायः पृथगन्यस्य दर्शनात् ।यथा कायस्तथा सर्वं चित्तदृश्यमवस्तुकम् ।। 4.1.36 ।।
Brihadaranyaka Upanishad,"पृथिवी हिङ्कारोऽन्तरिक्षं प्रस्तावो द्यौरुद्गीथो दिशः प्रतिहारः समुद्रो निधनमेताः,शक्वर्यो लोकेषु प्रोताः ।। 2.17.1 ।। "
Karika Upanishad,ग्रहणाज्जागरितवत्तद्धेतुः स्वप्न इष्यते ।तद्धेतुत्वात्तु तस्यैव सज्जागरितमिष्यते ।। 4.1.37 ।।
Brihadaranyaka Upanishad,स य एवमेताः शक्वर्यो लोकेषु प्रोता वेद लोकी भवति सर्वमायुरेति ज्योग्जीवति महन्प्रजया पशुभिर्भवति महान्कीर्त्या लोकान्न निन्देत्तद्व्रतम् ।। 2.17.2 ।। इति सप्तदशः खण्डः ।। 17 ।। 
Karika Upanishad,उत्पादस्याप्रसिद्धत्वादजं सर्वमुदाहृतम् ।न च भूतादभूतस्य संभवोऽस्ति कथंचन ।। 4.1.38 ।।
Brihadaranyaka Upanishad,अजा हिङ्कारोऽवयः प्रस्तावो गाव उद्गीथोऽश्वाः प्रतिहारः पुरुषो निधनमेता रेवत्यः पशुषु प्रोताः ।। 2.18.1 ।। 
Karika Upanishad,असज्जागरिते दृष्ट्वा स्वप्ने पश्यति तन्मयः ।असत्स्वप्नेऽपि दृष्ट्वा च प्रतिबुद्धो न पश्यति ।। 4.1.39 ।।
Brihadaranyaka Upanishad,स य एवमेता रेवत्यः पशुषु प्रोता वेद पशुमान्भवति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या पशून्न निन्देत्तद्व्रतम् ।। 2.18.2 ।। इत्याष्टादशः खण्डः ।। 18 ।। 
Karika Upanishad,नास्त्यसद्धेतुकमसत्सदसद्धेतुकं तथा ।सच्च सद्धेतुकं नास्ति सद्धेतुकमसत्कुतः ।। 4.1.40।।
Brihadaranyaka Upanishad,"लोभ हिङ्कारस्त्वक्प्रस्तावो मा , समुद्गीथोऽस्थि प्रतिहारो मज्जा निधनमेतद्यज्ञायज्ञीयमङ्गेषु प्रोतम् ।। 2.19.1 ।। "
Karika Upanishad,विपर्यासाद्यथा जाग्रदचिन्त्यान्भूतवत्स्पृशेत् ।तथा स्वप्ने विपर्यासाद्धर्मांस्तत्रैव पश्यति ।। 4.1.41 ।।
Karika Upanishad,उपलम्भात्समाचारादस्तिवस्तुत्ववादिनाम् ।जातिस्तु देशिता बुद्धैरजातेस्त्रसतां सदा ।। 4.1.42 ।।
Karika Upanishad,अजातेस्त्रसतां तेषामुपलम्भाद्वियन्ति ये ।जातिदोषा न सेत्स्यन्ति दोषोऽप्यल्पो भविष्यति ।। 4.1.43 ।।
Brihadaranyaka Upanishad,स य एवमेतद्यज्ञायज्ञीयमङ्गेषु प्रोतं वेदाङ्गी भवति नाङ्गेन विहूर्छति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या संवत्सरं मज्ज्ञो नाश्नीयात्तद्व्रतं मज्ज्ञो नाश्नीयादिति वा ।। 2.19.2 ।। इत्येकोनविंशः खण्डः ।। 19 ।। 
Karika Upanishad,उपलम्भात्समाचारान्मायाहस्ती यथोच्यते ।उपलम्भात्समाचारादस्ति वस्तु तथोच्यते ।। 4.1.44 ।।
Brihadaranyaka Upanishad,अग्निर्हिङ्कारो वायुः प्रस्ताव आदित्य उद्गीथो नक्षत्राणि प्रतिहारश्चन्द्रमा निधनमेतद्राजनं देवतासु प्रोतम् ।। 2.20.1 ।। 
Karika Upanishad,जात्याभासं चलाभासं वस्त्वाभासं तथैव च ।अजाचलमवस्तुत्वं विज्ञानं शान्तमद्वयम् ।। 4.1.45 ।।
Brihadaranyaka Upanishad,स य एवमेतद्राजनं देवतासु प्रोतं वेदैतासामेव देवतानाँ् सलोकताँ् सार्ष्टिताँ् सायुज्यं  गच्छति सर्वमायुरेति ज्योग्जीवति महान्प्रजया पशुभिर्भवति महान्कीर्त्या ब्राह्मणान्न निन्देत्तद्व्रतम् ।। 2.20.2 ।। इति विंशः खण्डः ।। 2.20.20 ।। 
Karika Upanishad,एवं न जायते चित्तमेवं धर्मा अजाः स्मृताः ।एवमेव विजानन्तो न पतन्ति विपर्यये ।। 4.1.46 ।।
Brihadaranyaka Upanishad,"त्रयी विद्या हिङ्कारस्त्रय इमे लोकाः स प्रस्तावोऽग्निर्वायुरादित्यः स उद्गीथो नक्षत्राणि वया , सि , मरीचयः स प्रतिहारः सर्पा गन्धर्वाः पितरस्तन्निधनमेतत्साम सर्वस्मिन्प्रोतम् ।। 2.21.1 ।। "
Brihadaranyaka Upanishad,"स य एवमेतत्साम सर्वस्मिन्प्रोतं वेद , सर्वँ् ह भवति ।। 2.21.2 ।।"
Karika Upanishad,ऋजुवक्रादिकाभासमलातस्पन्दितं यथा ।ग्रहणग्राहकाभासं विज्ञानस्पन्दितं तथा ।। 4.1.47 ।।
Brihadaranyaka Upanishad,तदेष श्लोको  यानि पञ्चधा त्रीणि त्रीणि तेभ्यो न ज्यायः परमन्यदस्ति ।। 2.21.3 ।। 
Karika Upanishad,अस्पन्दमानमलातमनाभासमजं यथा ।अस्पन्दमानं विज्ञानमनाभासमजं तथा ।। 4.1.48 ।।
Brihadaranyaka Upanishad,"यस्तद्वेद स वेद सर्व , सर्वा दिशो बलिमस्मै हरन्ति सर्वमस्मीत्युपासीत तद्व्रतं तद्व्रतम् ।। 2.21.4 ।। इत्येकविंशः खण्डः ।। 21 ।।  "
Karika Upanishad,अलाते स्पन्दमाने वै नाभासा अन्यतोभुवः ।न ततोऽन्यत्र निःस्पन्दान्नालातं प्रविशन्ति ते ।। 4.1.49 ।।
Brihadaranyaka Upanishad,"विनर्दि साम्नो वृणे पशव्यमित्यग्नेरुद्गीथोऽनिरुक्तः प्रजापतेर्निरुक्तः सोमस्य मृदु,श्लक्ष्णं वायोः श्लक्ष्णं बलवदिन्द्रस्य क्रौञ्चं बृहस्पतेरपध्वान्तं वरुणस्य तान्सर्वानेवोपसेवेत वारुणं त्वेव वर्जयेत् ।। 2.22.1 ।। "
Karika Upanishad,न निर्गता अलातात्ते द्रव्यत्वाभावयोगतः ।विज्ञानेऽपि तथैव स्युराभासस्याविशेषतः ।। 4.1.50 ।।
Karika Upanishad,विज्ञाने स्पन्दमाने वै नाभासा अन्यतोभुवः ।न ततोऽन्यत्र निःस्पन्दान्न विज्ञानं विशन्ति ते ।। 4.1.51 ।।
Brihadaranyaka Upanishad,अमृतत्वं देवेभ्य आगायानीत्यागायेत्स्वधां पितृभ्य आशां मनुष्येभ्यस्तृणोदकं पशुभ्यः स्वर्गं लोकं यजमानायान्नमात्मन आगायानीत्येतानि मनसा ध्यायन्नप्रमत्तः स्तुवीत ।। 2.22.2 ।। 
Karika Upanishad,न निर्गतास्ते विज्ञानाद्द्रव्यत्वाभावयोगतः ।कार्यकारणताभावाद्यतोऽचिन्त्याः सदैव ते ।। 4.1.52 ।।
Brihadaranyaka Upanishad,सर्वे स्वरा इन्द्रस्यात्मानः सर्व ऊष्माणः प्रजापतेरात्मानः सर्वे स्पर्शा मृत्योरात्मानस्तं यदि स्वरेषूपालभेतेन्द्रँ् शरणं प्रपन्नोऽभूवं स त्वा प्रति वक्ष्यतीत्येनं ब्रूयात् ।। 2.22.3 ।। 
Karika Upanishad,द्रव्यं द्रव्यस्य हेतुः स्यादन्यदन्यस्य चैव हि ।द्रव्यत्वमन्यभावो वा धर्माणां नोपपद्यते ।। 4.1.53 ।।
Brihadaranyaka Upanishad,अथ यद्येनमूष्मसूपालभेत प्रजापतिँ् शरणं प्रपन्नोऽभूवं स त्वा प्रति पेक्ष्यतीत्येनं ब्रूयादथ यद्येनँ् स्पर्शेषूपालभेत मृत्युँ् शरणं प्रपन्नोऽभूवं स त्वा प्रति धक्ष्यतीत्येनं ब्रूयात् ।। 2.22.4 ।।
Karika Upanishad,एवं न चित्तजा धर्माश्चित्तं वापि न धर्मजम् ।एवं हेतुफलाजातिं प्रविशन्ति मनीषिणः ।। 4.1.54 ।।
Brihadaranyaka Upanishad,"सर्वे स्वरा घोषवन्तो बलवन्तो वक्त्व्या इन्द्रे बलं ददानीति सर्व ऊष्माणोऽग्रस्ता अनिरस्ता विवृता वक्तव्याः प्रजापतेरात्मानं परिददानीति सर्वे स्पर्शा लेशेनानभिनिहिता वक्तव्या मृत्योरात्मानं परिहराणीति ।। 2.22.5 ।। इति द्वाविंशः खण्डः ।। 22 ।। , "
Karika Upanishad,यावद्धेतुफलावेशस्तावद्धेतुफलोद्भवः ।क्षीणे हेतुफलावेशे नास्ति हेतुफलोद्भवः।। 4.1.55 ।।
Brihadaranyaka Upanishad,"त्रयो धर्मस्कन्धा यज्ञोऽध्ययनं दानमिति प्रथमस्तप एव द्वितीयो ब्रह्मचार्याचार्यकुलवासी तृतीयोऽत्यन्तमात्मानमाचार्यकुलेऽवसादयन्सर्व एते पुण्यलोका भवन्ति ब्रह्मस , स्थोऽमृतत्वमेति ।। 2.23.1 ।।"
Karika Upanishad,यावद्धेतुफलावेशः संसारस्तावदायतः ।क्षीणे हेतुफलावेशे संसारं न प्रपद्यते ।। 4.1.56 ।।
Brihadaranyaka Upanishad,प्रजापतिर्लोकानभ्यतपत्तेभ्योऽभितप्तेभ्यस्त्रयी विद्या सम्प्रास्रवत्तामभ्यतपत्तस्या अभितप्ताया एतान्यक्षराणि सम्प्रास्रवन्त भूर्भुवः स्वरिति ।। 2.23.2 ।। 
Karika Upanishad,संवृत्या जायते सर्वं शाश्वतं नास्ति तेन वै ।सद्भावेन ह्यजं सर्वमुच्छेदस्तेन नास्ति वै ।। 4.1.57 ।।
Brihadaranyaka Upanishad,तान्यभ्यतपत्तेभ्योऽभितप्तेभ्य कारः सम्प्रास्रवत्तद्यथा शङ्कुना सर्वाणि पर्णानि संतृण्णान्येवमोङ्कारेण सर्वा वाक्संतृण्णोङ्कार एवेदँ् सर्वमोङ्कार एवेदँ् सर्वम् ।। 2.23.3 ।। इति त्रयोविंशः खण्डः ।। 22.23.3 ।।  
Karika Upanishad,धर्मा य इति जायन्ते जायन्ते ते न तत्त्वतः ।जन्म मायोपमं तेषां सा च माया न विद्यते ।। 4.1.58 ।।
Brihadaranyaka Upanishad,ब्रह्मवादिनो वदन्ति यद्वसूनां प्रातःसवनँ् रुद्राणां माध्यंदिनँ् सवनमादित्यानां च विश्वेषां च देवानां तृतीयसवनम् ।। 2.24.1 ।। 
Karika Upanishad,यथा मायामयाद्बीजाज्जायते तन्मयोऽङ्कुरः ।नासौ नित्यो न चोच्छेदी तद्वद्धर्मेषु योजना ।। 4.1.59 ।।
Brihadaranyaka Upanishad,क्क तर्हि यजमानस्य लोक इति स यस्तं न विद्यात्कथं कुर्यादथ विद्वान्कुर्यात्-- 2.24.2 ।।
Karika Upanishad,नाजेषु सर्वधर्मेषु शाश्वताशाश्वताभिधा ।यत्र वर्णा न वर्तन्ते विवेकस्तत्र नोच्यते ।। 4.1.60 ।।
Brihadaranyaka Upanishad,पुरा प्रातरनुवाकस्योपाकरणाज्जघनेन गार्हपत्यस्योदङ्मुख उपविश्य स वासवँ् सामाभिगायति ।। 2.24.3 ।। 
Karika Upanishad,यथा स्वप्ने द्वयाभासं चित्तं चलति मायया ।तथा जाग्रद्वयाभासं चित्तं चलति मायया ।। 4.1.61 ।।
Brihadaranyaka Upanishad,"लो3कद्वारमपावा3र्णू33 पश्येम त्वा वय , रा33333 हु3म् आ33 ज्या3यो3आ32111 इति ।। 2.24.4 ।। "
Karika Upanishad,अद्वयं च द्वयाभासं चित्तं स्वप्ने न संशयः ।अद्वयं च द्वयाभासं तथा जाग्रन्न संशयः ।। 4.1.62 ।।
Brihadaranyaka Upanishad,अथ जुहोति नमोऽग्नये पृथिवीक्षिते लोकक्षिते लोकं मे यजमानाय विन्दैष वै यजमानस्य लोक एतास्मि ।। 2.24.5 ।। 
Karika Upanishad,स्वप्नदृक्प्रचरन्स्वप्ने दिक्षु वै दशसु स्थितान् ।अण्डजान्स्वेदजान्वापि जीवान्पश्यति यान्सदा ।। 4.1.63 ।।
Brihadaranyaka Upanishad,अत्र यजमानः परस्तादायुषः स्वाहापजहि परिघमित्युक्त्वोत्तिष्ठति तस्मै वसवः प्रातःसवनँ् सम्प्रयच्छन्ति ।। 2.24.6 ।। 
Karika Upanishad,स्वप्नदृक्चित्तदृश्यास्ते न विद्यन्ते ततः पृथक् ।तथा तद्दृश्यमेवेदं स्वप्नदृक्चित्तमिष्यते ।। 4.1.64 ।।
Brihadaranyaka Upanishad,पुरा माध्यन्दिनस्य सवनस्योपाकरणाज्जघनेनाग्नीध्रीयस्योदङ्मुख उपविश्य स रौद्रँ् सामाभिगायति ।। 2.24.7 ।। 
Karika Upanishad,चरञ्जागरिते जाग्रद्दिक्षु वै दशसु स्थितान् ।अण्डजान्स्वेदजान्वापि जीवान्पश्यति यान्सदा ।। 4.1.65 ।।
Brihadaranyaka Upanishad,लो3कद्वारमपावा3र्णू33 पश्येम त्वा वयं वैरा 33333 हु3म् आ33ज्या3यो3यो3आ32111 इति ।। 2.24.8 ।। 
Karika Upanishad,जाग्रच्चित्तेक्षणीयास्ते न विद्यन्ते ततः पृथक् ।तथा तद्दृश्यमेवेदें जाग्रतश्चित्तमिष्यते ।। 4.1.66 ।।
