title,mantra
Svetashvatra Upanishad,"ततो यदुत्तरतरं तदरूपमनामयम्।,य एतद्विदुरमृतास्ते भवन्त्यथेतरे दुःखमेवापियन्ति।।3.1.10।।"
Prasna Upanishad,य एवं विद्वान्प्राणं वेद न हास्य प्रजा हीयतेऽमृतो भवति तदेषः श्लोकः।।3.1.11।।
Karika Upanishad,उभयोरपि वैतथ्यं भेदानां स्थानयोर्यदि ।क एतान्बुध्यते भेदान्को वै तेषां विकल्पकः ।। 2.1.11 ।।
Mundaka Upanishad,न तत्र सूर्यो भाति न चन्द्रतारकं नेमा विद्युतो भान्ति कुतोऽयमग्निः।  तमेव भान्तमनुभाति सर्वं तस्य भासा सर्वमिदं विभाति।।2.2.10।।
Katha Upanishad,"अन्यत्र धर्मादन्यत्राधर्मादन्यत्रास्मात् कृताकृतात् ।,अन्यत्र भूताच्च भव्याच्च यत् तत्पश्यसि तद् वद ।। 1.2.14 ।।"
Brihadaranyaka Upanishad,अथ खलु य उद्गीथः स प्रणवो यः प्रणवः स उद्गीथ इत्यसौ वा आदित्य उद्गीथ एष प्रणव ओमिति ह्येष स्वरन्नेति ।। 1.5.1 ।।
Svetashvatra Upanishad,"सर्वाननशिरोग्रीवः सर्वभूतगुहाशयः।,सर्वव्यापी स भगवान्तस्मात् सर्वगतः शिवः।।3.1.11।।"
Prasna Upanishad,"उत्पत्तिमायतिं स्थानं विभुत्वं चैव पञ्चधा। अध्यात्मं चैव प्राणस्य विज्ञायामृतमश्नुते विज्ञायामृतमश्नुत इति।।3.1.12।।,।।इति तृतीयः प्रश्नः।।"
Karika Upanishad,कल्पयत्यात्मनात्मानमात्मा देवः स्वमायया ।स एव बुध्यते भेदानिति वेदान्तनिश्चयः ।। 2.1.12 ।।
Mundaka Upanishad,ब्रह्मैवेदममृतं पुरस्ताद्ब्रह्म पश्चाद्ब्रह्म दक्षिणतश्चोत्तरेण। अधश्चोर्ध्वं च प्रसृतं ब्रह्मैवेदं विश्वमिदं वरिष्ठम्।।2.2.11।।
Katha Upanishad,"सर्वे वेदा यत् पदमामनन्ति तपा्ँसि सर्वाणि च यद् वदन्ति ।,यदिच्छन्तो ब्रह्मचर्यं चरन्ति तत् ते पद्ँ संग्रहेण ब्रवीम्योमित्येतत् ।। 1.2.15 ।।"
Brihadaranyaka Upanishad,"एतमु एवाहमभ्यगासिषं तस्मान्मम त्वमेकोऽसीति ह कौषीतकिः पुत्रमुवाच रश्मी , स्तवं पर्यावर्तयाद्बहवो वै ते भविष्यन्तीत्यधिदैवतम् ।। 1.5.2 ।। "
Svetashvatra Upanishad,"महान्प्रभुर्वै पुरुषः सत्वस्यैष प्रवर्तकः।,सुनिर्मलामिमां प्राप्तिमीशानो ज्योतिरव्ययः।।3.1.12।।"
Prasna Upanishad,अथ हैनं कौसल्यश्चाश्वलायनः पप्रच्छ। भगवन्कुत एष प्राणो जायते कथमायात्यस्मिञ्छरीर आत्मानं वा प्रविभज्य कथं प्रातिष्ठते केनोत्क्रमते कथं बाह्यमभिधत्ते कथमध्यात्ममिति।।4.1.1।।
Karika Upanishad,विकरोत्यपरान्भावानन्तश्चित्ते व्यवस्थितान् ।नियतांश्च बहिश्चित्त एवं कल्पयते प्रभुः ।। 2.1.13 ।।
Mundaka Upanishad,द्वा सुपर्णा सयुजा सखाया समानं वृक्षं परिषस्वजाते। तयोरन्यः पिप्पलं स्वाद्वत्त्यनश्नन्नन्यो अभिचाकशीति।।3.1.1।।
Katha Upanishad,"एतद्ध्येवाक्षरं ब्रह्म एतद्ध्येवाक्षरं परं ।,एतद्ध्येवाक्षरं ज्ञात्वा यो यदिच्छति तस्य तत् ।। 1.2.16 ।।"
Brihadaranyaka Upanishad,अथाध्यात्मं य एधायं मुख्यः प्राणस्तमुद्गीथमुपासीतोमिति ह्येष स्वरन्नेति ।। 1.5.3 ।।  
Svetashvatra Upanishad,"अङ्गुष्ठमात्रः पुरुषोऽन्तरात्मा सदा जनानां हृदये संनिविष्टः।,हृदा मनीषा मनसाभिक्लृप्तो य एतद् विदुरमृतास्ते भवन्ति ।।3.1.13।।"
Prasna Upanishad,तस्मै स होवाचातिप्रश्नान्पृच्छसि ब्रह्मिष्ठोऽसीति तस्मात्तेऽहं ब्रवीमि।।4.1.2।।
Karika Upanishad,चित्तकाला हि येऽन्तस्तु द्वयकालाश्च ये बहिः ।कल्पिता एव ते सर्वे विशेषो नान्यहेतुकः ।। 2.1.14 ।।
Mundaka Upanishad,समाने वृक्षे पुरूषो निमग्नोऽनीशया शोचति मुह्यमानः।  जुष्टं यदा पश्यत्यन्यमीशमस्य महिमानमिति वीतशोकः।।3.1.2।।
Katha Upanishad,"एतदालम्बन्ँ श्रेष्ठमेतदालम्बनं परम् ।,एतदालम्बनं ज्ञात्वा ब्रह्मलोके महीयते ।। 1.2.17 ।।"
Brihadaranyaka Upanishad,"एतमु एवाहमभ्यगासिषं तस्मान्मम त्वमेकोऽसीति ह कौषीतकिः पुत्रमुवाच प्राणा , स्त्वं भूमानमभिगायताद्बहतो वै मे भविष्यन्तीति ।। 1.5.4 ।।"
Svetashvatra Upanishad,"सहस्रशीर्षा पुरुषः सहस्राक्षः सहस्रपात्।,स भूमिं विश्वतो वृत्वात्यतिष्ठद्दशाङ्गुलम्।।3.1.14।।"
Prasna Upanishad,आत्मन एष प्राणो जायते। यथैषा पुरूषे छायैतस्मिन्नेतदाततं मनोकृतेनायात्यस्मिञ्शरीरे।।4.1.3।।
Karika Upanishad,अव्यक्ता एव येऽन्तस्तु स्फुटा एव च ये बहिः ।कल्पिता एव ते सर्वे विशेषस्त्विन्द्रियान्तरे ।। 2.1.15 ।।
Mundaka Upanishad,यदा पश्यः पश्यते रुक्मवर्णं कर्तारमीशं पुरूषं ब्रह्मयोनिम्।  तदा विद्वान्पुण्यपापे विधूय विरञ्जनः परमं साम्यमुपैति।।3.1.3।।
Katha Upanishad,"न जायते म्रियते वा विपश्चिन्नायं कुतश्चिन्न बभूव कश्चित् ।,अजो नित्यः शाश्वतोऽयं पुराणो न हन्यते हन्यमाने शरीरे ।। 1.2.18 ।।"
Brihadaranyaka Upanishad,अथ खलु य उद्गीथः स प्रणवो यः प्रणवः स उद्गीथ इति होतृषदनाद्वैवापि दुरुद्गीतमनुसमाहरतीत्यनुसमाहरतीति ।। 1.5.5 ।। इति पञ्चमः खण्डः ।। 1.5.5 ।।  
Svetashvatra Upanishad,"पुरुष एवेद्ँ सर्वं यद्भूतं यच्च भव्यम्।,उतामृतत्वस्येशानो यदन्नेनातिरोहति।।3.1.15।।  "
Prasna Upanishad,यथा सम्राडेवाधिकृतान्विनियुङ्क्ते एतान्ग्रामानेतान्ग्रामानधितिष्ठस्वेत्येवमेवैष प्राण इतरान्प्राणान्पृथक्पृथगेव संनिधत्ते।।4.1.4।।
Karika Upanishad,जीवं कल्पयते पूर्वं ततो भावान्पृथग्विधान् ।बाह्यानाध्यात्मिकांश्चैव यथाविद्यस्तथास्मृतिः ।। 2.1.16 ।।
Mundaka Upanishad,प्राणो ह्येष यः सर्वभूतैर्विभाति विजानन्विद्वान्भवते नातिवादी।  आत्मक्रीड आत्मरतिः क्रियावानेष ब्रह्मविदां वरिष्ठः।।3.1.4।।
Katha Upanishad,"हन्ता चेन्मन्यते हन्तु्ँ हतश्चेन्मन्यते हतम् ।,उभौ तौ न विजानीतो नाय्ँ हन्ति न हन्यते ।। 1.2.19 ।।"
Brihadaranyaka Upanishad,इयमेवर्गग्निः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयत इयमेव साग्निरमस्तत्साम ।। 1.6.1 ।। 
Svetashvatra Upanishad,"सर्वतः पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम्।,सर्वतः श्रुतिमल्लोके सर्वमावृत्य तिष्ठति।।3.1.16।।"
Prasna Upanishad,पायूपस्थेऽपानं चक्षुःश्रोत्रे मुखनासिकाभ्यां प्राणः स्वयं प्रतिष्ठते मध्ये तु समानः। एष ह्येतद्धुतमन्नं समं नयति तस्मादेताः सप्तार्चिषो भवन्ति।।4.1.5।।
Karika Upanishad,अनिश्चिता यथा रज्जुरन्धकारे विकल्पिता ।सर्पधारादिभिर्भावैस्तद्वदात्मा विकल्पितः ।। 2.1.17 ।।
Mundaka Upanishad,सत्येन लभ्यस्तपसा ह्येष आत्मा सम्यग्ज्ञानेन ब्रह्मचर्येण नित्यम्।  अन्तःशरीरे ज्योतिर्मयो हि शुभ्रो यं पश्यन्ति यतयः क्षीणदोषाः।।3.1.5।।
Katha Upanishad,"अणोरणीयान् महतो महीयानात्माऽस्य जन्तोर्निहितो गुहायाम् ।,तमक्रतुः पश्यति वीतशोको धातुप्रसादान्महिमानमात्मनः ।। 1.2.20 ।।"
Brihadaranyaka Upanishad,अन्तरिक्षमेवर्ग्वायुः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयतेऽन्तरिक्षमेव सा वायुरमस्तत्साम ।। 1.6.2 ।। 
Svetashvatra Upanishad,"सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम्।,सर्वस्य प्रभुमीशानं सर्वस्य शरणं सुहृत्।।3.1.17।।"
Prasna Upanishad,हृदि ह्येष आत्मा। अत्रैतदेकशतं नाडीनां तासां शतं शतमेकैकस्यां द्वासप्ततिर्द्वासप्ततिः प्रतिशाखानाडी सहस्राणि भवन्त्यासु व्यानश्चरति।।4.1.6।।
Karika Upanishad,निश्चितायां यथा रज्ज्वां विकल्पो विनिवर्तते ।रज्जुरेवेति चाद्वैतं तद्वदात्मविनिश्चयः ।। 2.1.18 ।।
Mundaka Upanishad,सत्यमेव जयते नानृतं सत्येन पन्था विततो देवयानः।  येनाक्रमन्त्यृषयो ह्याप्तकामा यत्र तत्सत्यस्य परमं निधानम्।।3.1.6।।
Katha Upanishad,"आसीनो दूरं व्रजति शयानो याति सर्वतः ।,कस्तं मदामदं देवं मदन्यो ज्ञातुमर्हति ।। 1.2.21 ।।"
Brihadaranyaka Upanishad,द्यौरेवर्गादित्यः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते द्यौरेव सादित्योऽमस्तत्साम ।। 1.6.3 ।। 
Svetashvatra Upanishad,"नवद्वारे पुरे देही हंसो लेलायते बहिः। ,वशी सर्वस्य लोकस्य स्थावरस्य चरस्य च।।3.1.18।।"
Prasna Upanishad,अथैकयोर्ध्वं उदानः पुण्येन पुण्यं लोकं नयति पापेन पापमुभाभ्यामेव मनुष्यलोकम्।।4.1.7।।
Karika Upanishad,प्राणादिभिरनन्तैस्तु भावैरेतैर्विकल्पितः ।मायैषा तस्य देवस्य ययायं मोहितः स्वयम् ।। 2.1.19 ।।
Mundaka Upanishad,बृहच्च तद्दिव्यमचिन्त्यरूपं सूक्ष्माच्च तत्सूक्ष्मतरं विभाति।  दूरात्सुदूरे तदिहान्तिके च पश्यत्स्विहैव निहितं गुहायाम्।।3.1.7।।
Katha Upanishad,"अशरीर्ँ शरीरेष्वनवस्थेष्ववस्थिम् ।,महान्तं विभुमात्मानं मत्वा धीरो न शोचति ।। 1.2.22 ।।"
Brihadaranyaka Upanishad,नक्षत्राण्येवर्क्चन्द्रमाः साम तदेतदेत यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते नक्षत्राण्येव सा चन्द्रमा अम तत्साम ।। 1.6.4 ।। 
Svetashvatra Upanishad,"अपाणिपादो जवनो ग्रहीता पश्यत्यचक्षुः स श्रृणोत्यकर्णः। ,स वेत्ति वेद्यं न च तस्यास्ति वेत्ता तमाहुरग्र्यं पुरुषं महान्तम्।।3.1.19।।"
Prasna Upanishad,आदित्यो ह वै बाह्यः प्राण उदत्येष ह्येनं चाक्षुषं प्राणमनु गृह्णानः। पृथिव्यां या देवता सैषा पुरूषस्यापानमवष्टभ्यान्तरा यदाकाशः स समानो वायुर्व्यानः।।4.1.8।।
Karika Upanishad,प्राण इति प्राणविदो भूतानीति च तद्विदः ।गुणा इति गुणविदस्तत्त्वानीति च तद्विदः ।। 2.1.20 ।।
Mundaka Upanishad,न चक्षुषा गृह्यते नापि वाचा नान्यैर्देवैस्तपसा कर्मणा वा।  ज्ञानप्रसादेन विशुद्धसत्त्वस्ततस्तु तं पश्यते निष्कलं ध्यायमानः।।3.1.8।।
Katha Upanishad,"नायमात्मा प्रवचनेन लभ्यो न मेधया न बहुना श्रुतेन ।,यमेवैष वृणुते तेन लभ्यस्तस्यैष आत्मा विवृणुते तनू्ँस्वाम् ।। 1.2.23 ।।"
Brihadaranyaka Upanishad,अथ यदेतदादित्यस्य शुक्लं भाः सैवर्गथ यन्नीलं परः कृष्णं तत्साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते ।। 1.6.5 ।। 
Svetashvatra Upanishad,"अणोरणीयान्महतो महीयानात्मा गुहायां निहितोऽस्य जन्तोः।,तमक्रतुं पश्यति वीतशोको धातुः प्रसादान्महिमानमीशम्।।3.1.20।।"
Prasna Upanishad,तेजो ह वाव उदानस्तस्मादुपशान्ततेजाः। पुनर्भवमिन्द्रियैर्मनसि संपद्यमानैः।।4.1.9।।
Karika Upanishad,पादा इति पादविदो विषया इति तद्विदः ।लोका इति लोकविदो देवा इति च तद्विदः ।। 2.1.21 ।।
Katha Upanishad,"नाविरतो दुश्चरितान्नाशान्तो नासमाहितः ।,नाशान्तमानसो वाऽपि प्रज्ञानेनैनमाप्नुयात् ।। 1.2.24 ।।"
Mundaka Upanishad,एषोऽणुरात्मा चेतसा वेदितव्यो यस्मिन्प्राणः पञ्चधा संविवेश।  प्राणैश्चित्तं सर्वमोतं प्रजानां यस्मिन्विशुद्धे विभवत्येष आत्मा।।3.1.9।।
Brihadaranyaka Upanishad,अथ यदेवैतदादित्यस्य शुक्लं भाः सैव साथ यन्नीलं परः कृष्णं तदम तत्सामाथ य एषोऽन्तरादित्ये हिरण्मयः पुरुषो दृश्यते हिरण्यश्मश्रुर्हिरण्यकेश आप्रणखात्सर्व एव सुवर्णः ।। 1.6.6 ।। 
Svetashvatra Upanishad,"वेदाहमेतं अजरं पुराणं सर्वात्मानं सर्वगतं विभुत्वात्।,जन्मनिरोधं प्रवदन्ति यस्य ब्रह्मवादिनो हि प्रवदन्ति नित्यम्।।3.1.21।।"
Prasna Upanishad,यच्चित्तस्तेनैष प्राणमायाति। प्राणस्तेजसा युक्तः सहात्मना यथासंकल्पितं लोकं नयति।।4.1.10।।
Karika Upanishad,वेदा इति वेदविदो यज्ञा इति च तद्विदः ।भोक्तेति च भोक्तृविदो भोज्यमिति च तद्विदः ।। 2.1.22 ।।
Katha Upanishad,"यस्य ब्रह्म च क्षत्रं च उभे भवत ओदनः ।,मृत्युर्यस्योपसेचनं क इत्था वेद यत्र सः ।। 1.2.25 ।।,।। इति प्रथमेऽध्याये द्वितीया वल्ली ।। "
Mundaka Upanishad,यं यं लोकं मनसा संविभाति विशुद्धसत्त्वः कामयते यांश्च कामान्।  तं तं लोकं जयते तांश्च कामांस्तस्मादात्मज्ञं ह्यर्चयेद्भूतिकामः।।3.1.10।।
Brihadaranyaka Upanishad,तस्य यथा कप्यासं पुण्डरीकमेवमक्षिणी तस्योदिति नाम स एष सर्वेभ्यः पाप्मभ्य उदित उदेति ह वै सर्वेभ्यः पाप्मभ्यो य एवं वेद ।। 1.6.7 ।। 
Svetashvatra Upanishad,"य एकोऽवर्णो बहुधा शक्तियोगात्,   वर्णाननेकान् निहितार्थो दधाति।,विचैति चान्ते विश्वमादौ स देवः।,   स नो बुद्ध्या शुभया संयुनक्तु।।4.1.1।।"
Prasna Upanishad,य एवं विद्वान्प्राणं वेद न हास्य प्रजा हीयतेऽमृतो भवति तदेषः श्लोकः।।4.1.11।।
Mundaka Upanishad,स वेदैतत्परमं ब्रह्म धाम यत्र विश्वं निहितं भाति शुभ्रम्।  उपासते पुरूषं ये ह्याकामास्ते शुक्रमेतदतिवर्तन्ति धीराः।।3.2.1।।
Karika Upanishad,सूक्ष्म इति सूक्ष्मविदः स्थूल इति च तद्विदः ।मूर्त इति मूर्तविदोऽमूर्त इति च तद्विदः ।। 2.1.23 ।।
Katha Upanishad,"ऋतं पिबन्तौ सुकृतस्य लोके गुहां प्रविष्टौ परमे परार्धे ।,छायातपौ ब्रह्मविदो वदन्ति पञ्चाग्नयो ये च त्रिणाचिकेताः ।। 1.3.1 ।।"
Brihadaranyaka Upanishad,तस्यर्क्च साम च गेष्णौ तस्मादुद्गीथस्तस्मात्त्वेवोद्गातैतस्य हि गाता स एष ये चामुष्मात्पराञ्चो लोकास्तेषां चेष्टे देवकामानां चेत्यधिदैवतम् ।। 1.6.8 ।। इति षष्ठाः खण्डः ।। 6 ।। 
Svetashvatra Upanishad,"तदेवाग्निस्तदादित्यस्तद्वायुस्तदु चन्द्रमाः।,तदेव शुक्रं तद्ब्रह्म तदापस्तत् प्रजापतिः।।4.1.2।।"
Prasna Upanishad,"उत्पत्तिमायतिं स्थानं विभुत्वं चैव पञ्चधा। अध्यात्मं चैव प्राणस्य विज्ञायामृतमश्नुते विज्ञायामृतमश्नुत इति।।4.1.12।।,।।इति तृतीयः प्रश्नः।।"
Mundaka Upanishad,कामान्यः कामयते मन्यमानः स कामभिर्जायते तत्र तत्र।  पर्याप्तकामस्य कृतात्मनस्तु इहैव सर्वे प्रविलीयन्ति कामाः।।3.2.2।।
Karika Upanishad,काल इति कालविदो दिश इति च तद्विदः ।वादा इति वादविदो भुवनानीति तद्विदः ।। 2.1.24 ।।
Katha Upanishad,"यः सेतुरीजानानामक्षरं ब्रह्म यत्परम् ।,अभयं तितीर्षतां पारं नाचिकेत्ँ शकेमहि ।। 1.3.2 ।।"
Brihadaranyaka Upanishad,"अथाध्यात्मं वागेवक्र्प्राणः साम , तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । वागेव सा प्राणोऽमस्तत्साम ।। 1.7.1 ।।"
Svetashvatra Upanishad,"त्वं स्त्री त्वं पुमानसि त्वं कुमार उत वा कुमारी।,त्वं जीर्णो दण्डेन वञ्चसि त्वं जातो भवसि विश्वतोमुखः।।4.1.3।।"
Prasna Upanishad,अथ हैनं सौर्यायणी गार्ग्यः पप्रच्छ। भगवन्नेतस्मिन्पुरूषे कानि स्वपन्ति कान्यस्मिन् जाग्रति कतर एष देवः स्वप्नान्पश्यति कस्यैतत्सुखं भवति कस्मिन्नु सर्वे संप्रतिष्ठिता भवन्तीति।।5.1.1।।
Mundaka Upanishad,नायमात्मा प्रवचनेन लभ्यो न मेधया न बहुना श्रुतेन।  यमेवैष वृणुते तेन लभ्यस्तस्यैष आत्मा विवृणुते तनूं स्वाम्।।3.2.3।।
Karika Upanishad,मन इति मनोविदो बुद्धिरिति च तद्विदः ।चित्तमिति चित्तविदो धर्माधर्मौ च तद्विदः ।। 2.1.25 ।।
Katha Upanishad,"आत्मान्ँ रथिनं विद्धि शरीर्ँ रथमेव तु ।,बुद्धिं तु सारथिं विद्धि मनः प्रग्रहमेव च ।। 1.3.3 ।।"
Brihadaranyaka Upanishad,"चक्षुरेवर्गात्मा साम , तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । चक्षुरेव सात्मामस्त्साम ।। 1.7.2 ।। "
Svetashvatra Upanishad,"नीलः पतङ्गो हरितो लोहिताक्षस्तडिद्गर्भ ऋतवः समुद्राः।,अनादिमत् त्वं विभुत्वेन वर्तसे यतो जातानि भुवनानि विश्वा।।4.1.4।।"
Prasna Upanishad,तस्मै स होवाच। यथा गार्ग्य मरीचयोऽर्कस्यास्तं गच्छतः सर्वा एतस्मिंस्तेजोमण्डल एकीभवन्ति ताः पुनः पुनरूदयतः प्रचरन्त्येवं ह वै तत्सर्वं परे देवे मनस्येकीभवति। तेन तर्ह्येष पुरूषो न श्रृणोति न पश्यति न जिघ्रति न रसयते न स्पृशते नाभिवदते नादत्ते नानन्दयते न विसृजते नेयायते स्वपितीत्याचक्षते।।5.1.2।।
Mundaka Upanishad,नायमात्मा बलहीनेन लभ्यो न च प्रमादात्तपसो वाप्यलिङ्गात्।  एतैरुपायैर्यतते यस्तु विद्वांस्तस्यैष आत्मा विशते ब्रह्मधाम।।3.2.4।।
Karika Upanishad,पञ्चविंशक इत्येके षड्विंश इति चापरे ।एकत्रिंशक इत्याहुरनन्त इति चापरे ।। 2.1.26 ।।
Katha Upanishad,"इन्द्रियाणि हयानाहुर्विषया्ँ स्तेषु गोचरान् ।,आत्मेन्द्रियमनोयुक्तं भोक्तेत्याहुर्मनीषिणः ।। 1.3.4 ।।"
Brihadaranyaka Upanishad,श्रोत्रमेवर्ङ्मनः साम तदेतदेतस्यामृच्यध्यूढँ् साम तस्मादृच्यध्यूढँ् साम गीयते । श्रोत्रमेव सा मनोऽमस्तत्साम ।। 1.7.3 ।। 
Svetashvatra Upanishad,"अजामेकां लोहितशुक्लकृष्णां बह्वीः प्रजाः सृजमानां सरूपाः।,अजो ह्येको जुषमाणोऽनुशेते जहात्येनां भुक्तभोगामजोऽन्यः।।4.1.5।।  "
Prasna Upanishad,प्राणाग्नय एवैतस्मिन्पुरे जाग्रति। गार्हपत्ये ह वा एषोऽपानो व्यानोऽन्वाहार्यपचनो यद्गार्हपत्यात्प्रणीयते प्रणयनादाहवनीयः प्राणः।।5.1.3।।
Mundaka Upanishad,संप्राप्यैनमृषयो ज्ञानतृप्ताः कृतात्मानो वीतरागाः प्रशान्ताः। ते सर्वगं सर्वतः प्राप्य धीरा युक्तात्मानः सर्वमेवाविशन्ति।।3.2.5।।
Katha Upanishad,"यस्त्वविज्ञानवान् भवत्ययुक्तेन मनसा सदा ।,तस्येन्द्रियाण्यवश्यानि दुष्टाश्वा इव सारथेः ।। 1.3.5 ।।"
Karika Upanishad,लोकाँल्लोकविदः प्राहुराश्रमा इति तद्विदः ।स्त्रीपुंनपुंसकं लैङ्गाः परापरमथापरे ।। 2.1.27 ।।
Brihadaranyaka Upanishad,अथ यदेतदक्ष्णः शुक्लं भाः सैवर्गय यन्नीलं परः कृष्णं तत्साम तदेतदेतस्याममृच्यध्यूढँ् साम त मादृच्यध्यूढँ् साम गीयते ।   अथ यदेवैतदक्ष्णः शुक्लं भाः सैव साथ यन्नीलं परः कृष्णं तदमस्तत्साम ।। 1.7.4 ।। 
Svetashvatra Upanishad,"द्वा सुपर्णा सयुजा सखाया समानं वृक्षं परिषस्वजाते।,तयोरन्यः पिप्पलं स्वाद्वत्त्यनश्नन्नन्यो अभिचाकशीति।।4.1.6।।"
Prasna Upanishad,यदुच्छ्रवासनिःश्वासावेतावाहुती समं नयतीति स समानः। मनो ह वाव यजमान इष्टफलमेवोदानः स एनं यजमानमहरहर्ब्रह्म गमयति।।5.1.4।।
Mundaka Upanishad,वेदान्तविज्ञानसुनिश्चितार्थाः संन्यासयोगाद्यतयः शुद्धसत्त्वाः। ते ब्रह्मलोकेषु परान्तकाले परामृताः परिमुच्यन्ति सर्वे।।3.2.6।।
Karika Upanishad,सृष्टिरिति सृष्टिविदो लय इति च तद्विदः ।स्थितिरिति स्थितिविदः सर्वे चेह तु सर्वदा ।। 2.1.28 ।।
Katha Upanishad,"यस्तु विज्ञानवान् भवति युक्तेन मनसा सदा ।,तस्येन्द्रियाणि वश्यानि सदश्वा इव सारथेः ।। 1.3.6 ।।"
Brihadaranyaka Upanishad,अथ य एषोऽन्तरक्षिणि पुरुषो दृश्यते सैवर्क्तत्साम तदुक्थं तद्यजुस्तद्ब्रह्म तस्यैतस्य तदेव रूपं यदमुष्य रूपं यावमुष्य गेष्णौ तौ गेष्णौ यन्नाम तन्नाम ।। 1.7.5 ।। 
Svetashvatra Upanishad,"समाने वृक्षे पुरुषो निमग्नोऽनीशया शोचति मुह्यमानः।,जुष्टं यदा पश्यत्यन्यमीशमस्य महिमानमिति वीतशोकः।।4.1.7।।"
Prasna Upanishad,"अन्नैष देवः स्वप्ने महिमानमनुभवति। यद्दृष्टं दृष्टमनुपश्यति श्रुतं श्रुतमेवार्थमनुशृणोति देशदिगन्तरैश्च प्रत्यनुभूतं पुनःपुनः ,प्रत्यनुभवति दृष्टं चादृष्टं च श्रुतं चाश्रुतं चानुभूतं चाननुभूतं च सच्चासच्च सर्वं पश्यति सर्वः पश्यति।।5.1.5।।"
Mundaka Upanishad,"गताः कलाः पञ्चदश प्रतिष्ठा देवाश्च सर्वे प्रतिदेवतासु।,कर्माणि विज्ञानमयश्च आत्मा परेऽव्यये सर्वं एकीभवन्ति।।3.2.7।।"
Katha Upanishad,"यस्त्वविज्ञानवान् भवत्यमनस्कः सदाऽशुचिः ।,न स तत् पदमाप्नोति संसारं चाधिगच्छति ।। 1.3.7 ।।"
Karika Upanishad,यं भावं दर्शयेद्यस्य तं भावं स तु पश्यति ।तं चावति स भूत्वासौ तद्ग्रहः समुपैति तम् ।। 2.1.29 ।।
Brihadaranyaka Upanishad,स एष ये चैतस्मादर्वाञ्चो लोकास्तेषां चेष्टे मनुष्यकामानां चेति तद्य इमे वीणायां गायन्त्येतं ते गायन्ति तस्मात्ते धनसनयः ।। 1.7.6 ।। 
Mundaka Upanishad,यथा नद्यः स्यन्दमानाः समुद्रेऽस्तं गच्छन्ति नामरूपे विहाय।  तथा विद्वान्नमरूपाद्विमुक्तः परात्परं पुरूषमुपैति दिव्यम्।।3.2.8।।
Svetashvatra Upanishad,"ऋचो अक्षरे परमे व्योमन् यस्मिन्देवा अधि विश्वे निषेदुः।,यस्तं न वेद किमृचा करिष्यति य इत्तद्विदुस्त इमे समासते।।4.1.8।।"
Prasna Upanishad,स यदा तेजसाभिभूतो भवति। अत्रैष देवः स्वप्नान्न पश्यत्यथ तदैतस्मिञ्शरीर एतत्सुखं भवति।।5.1.6।।
Katha Upanishad,"यस्तु विज्ञानवान् भवति समनस्कः सदा शुचिः ।,स तु तत् पदमाप्नोति यस्माद्भूयो न जायते ।। 1.3.8 ।। "
Karika Upanishad,एतैरेषोऽपृथग्भावैः पृथगेवेति लक्षितः ।एवं यो वेद तत्त्वेन कल्पयेत्सोऽविशङ्कितः ।। 2.1.30 ।।
Brihadaranyaka Upanishad,"अथ य एतदेवं विद्वान्साम गायत्युभौ स गायति सोऽमुनैव स एष ये चामुष्मात्पराञ्चो लोकास्ता , श्चाप्नोति देवकामा , श्च ।। 1.7.7 ।।"
Mundaka Upanishad,स यो ह वै तत्परमं ब्रह्म वेद ब्रह्मैव भवति नास्याब्रह्मवित्कुले भवति।  तरति शोकं तरति पाप्मानं गुहाग्रन्थिभ्यो विमुक्तोऽमृतो भवति।।3.2.9।।
Svetashvatra Upanishad,"छन्दांसि यज्ञाः क्रतवो व्रतानि भूतं भव्यं यच्च वेदा वदन्ति।,अस्मान् मायी सृजते विश्वमेतत्तस्मिंश्चान्यो मायया संनिरुद्धः।।4.1.9।।"
Prasna Upanishad,स यथा सौम्य वयांसि वासोवृक्षं संप्रतिष्ठन्ते। एवं ह वै तत्सर्वं पर आत्मनि संप्रतिष्ठते।।5.1.7।।
Katha Upanishad,"विज्ञानसारथिर्यस्तु मनःप्रग्रहवान् नरः ।,सोऽध्वनः पारमाप्नोति तद्विष्णोः परमं पदम् ।। 1.3.9 ।।"
Karika Upanishad,स्वप्नमाये यथा दृष्टे गन्धर्वनगरं यथा ।तथा विश्वमिदं दृष्टं वेदान्तेषु विचक्षणैः ।। 2.1.31 ।।
Brihadaranyaka Upanishad,"अथानेनैव ये चैतस्मादर्वाञ्चो लोकास्ता , श्चाप्नोति मनुष्यकामा , श्च तस्मादु हैवंविदुद्गाता ब्रूयात् ।। 1.7.8 ।। "
